公开时间,类别,省份,城市,新增确诊病例,新增治愈出院数,新增死亡数,核减,治愈核减,死亡核减,累计确诊,累计治愈,累计死亡,修改人,修改内容,脚本合并修改备注
1月30日,省级,江西,,78,4,,,,,,7,,,,
1月30日,地区级,辽宁,朝阳市,1,,,,,,,,,,,
1月30日,地区级,辽宁,大连,2,,,,,,,,,,,
1月30日,地区级,辽宁,沈阳,1,,,,,,,,,,,
1月30日,省级,辽宁,,4,,,,,,,,,,,
1月30日,地区级,内蒙古,呼伦贝尔,,,,,,,,,,,,
1月30日,地区级,内蒙古,乌兰察布,2,,,,,,,,,,,
1月30日,省级,内蒙古,,2,,,,,,,,,,,
1月30日,地区级,宁夏,固原,1,,,,,,,,,,,
1月30日,地区级,宁夏,银川,2,,,,,,,,,,,
1月30日,地区级,宁夏,中卫,1,,,,,,,,,,,
1月30日,省级,宁夏,,4,,,,,,,,,,,
1月30日,地区级,青海,西宁,2,,,,,,,,,,,
1月30日,省级,青海,,2,,,,,,,,,,,
1月30日,地区级,山东,滨州,2,,,,,,,,,,,
1月30日,地区级,山东,德州,5,1,,,,,,,,,,
1月30日,地区级,山东,菏泽,,,,,,,,,,,,
1月30日,地区级,山东,济南,2,,,,,,,,,,,
1月30日,地区级,山东,聊城,2,,,,,,,,,,,
1月30日,地区级,山东,临沂,,,,,,,,,,,,
1月30日,地区级,山东,临沂,4,,,,,,,,,,,
1月30日,地区级,山东,青岛,3,,,,,,,,,,,
1月30日,地区级,山东,日照,1,,,,,,,,,,,
1月30日,地区级,山东,泰安,,,,,,,,,,,,
1月30日,地区级,山东,威海,5,,,,,,,,,,,
1月30日,地区级,山东,潍坊,1,,,,,,,,,,,
1月30日,地区级,山东,烟台,5,,,,,,,,,,,
1月30日,地区级,山东,枣庄,1,,,,,,,,,,,
1月30日,地区级,山东,淄博,2,,,,,,,,,,,
1月30日,省级,山东,,33,1,,,,,,2,,,,
1月30日,地区级,山西,大同,1,,,,,,,,,,,
1月30日,地区级,山西,吕梁,1,,,,,,,,,,,
1月30日,地区级,山西,太原,1,,,,,,,,,,,
1月30日,地区级,山西,运城,1,,,,,,,,,,,
1月30日,省级,山西,,4,,,,,,,1,0,,,
1月30日,地区级,陕西,安康,3,,,,,,,,,,,
1月30日,地区级,陕西,汉中,5,,,,,,,,,,,
1月30日,地区级,陕西,渭南,1,,,,,,,,,,,
1月30日,地区级,陕西,西安,10,,,,,,,,,,,
1月30日,地区级,陕西,咸阳,1,,,,,,,,,,,
1月30日,地区级,陕西,延安,4,,,,,,,,,,,
1月30日,省级,陕西,,24,,,,,,,,,,,
1月30日,地区级,上海,虹口,2,,,,,,,,,,,
1月30日,地区级,上海,闵行,2,,,,,,,,,,,
1月30日,地区级,上海,浦东,4,,,,,,,,,,,
1月30日,地区级,上海,浦东,5,,,,,,,,,,,
1月30日,地区级,上海,松江,2,,,,,,,,,,,
1月30日,地区级,上海,外地来沪,3,,,,,,,,,,,
1月30日,地区级,上海,外地来沪,,,,,,,,,,,,
1月30日,地区级,上海,外地来沪,7,,,,,,,,,,,
1月30日,地区级,上海,杨浦,1,,,,,,,,,,,
1月30日,地区级,上海,长宁,1,,,,,,,,,,,
1月30日,省级,上海,,27,,,,,,,5,1,,,
1月30日,地区级,四川,阿坝,1,,,,,,,,,,,
1月30日,地区级,四川,巴中,1,,,,,,,,,,,
1月30日,地区级,四川,成都,10,,,,,,,,,,,
1月30日,地区级,四川,达州,2,,,,,,,,,,,
1月30日,地区级,四川,德阳,4,,,,,,,,,,,
1月30日,地区级,四川,广安,4,,,,,,,,,,,
1月30日,地区级,四川,攀枝花,1,,,,,,,,,,,
1月30日,地区级,四川,广元,,,,-1,,,,,,,,
1月30日,地区级,四川,凉山,1,,,,,,,,,,,
1月30日,地区级,四川,绵阳,2,,,,,,,,,,,
1月30日,地区级,四川,南充,2,,,,,,,,,,,
1月30日,地区级,四川,内江,2,,,,,,,,,,,
1月30日,地区级,四川,遂宁,1,,,,,,,,,,,
1月30日,地区级,四川,雅安,1,,,,,,,,,,,
1月30日,地区级,四川,宜宾,2,,,,,,,,,,,
1月30日,地区级,四川,自贡,2,,,,,,,,,,,
1月30日,省级,四川,,36,,,-1,,,,1,1,,,
1月30日,地区级,台湾,台湾,1,,,,,,,,,,,
1月30日,省级,台湾,,1,,,,,,,,,,,
1月30日,地区级,天津,滨海新区,1,,,,,,,,,,,
1月30日,地区级,天津,和平区,1,,,,,,,,,,,
1月30日,地区级,天津,河北区,1,,,,,,,,,,,
1月30日,地区级,天津,红桥区,1,,,,,,,,,,,
1月30日,地区级,天津,宁河区,,,,,,,,,,,,
1月30日,省级,天津,,4,,,,,,,,,,,
1月30日,省级,西藏,,,,,,,,,,,,,
1月30日,地区级,香港,香港,,,,,,,,,,,,
1月30日,省级,香港,,,,,,,,,,,,,
1月30日,地区级,新疆,阿克苏,1,,,,,,,,,,,
1月30日,地区级,新疆,乌鲁木齐,1,,,,,,,,,,,
1月30日,地区级,新疆,伊犁州,1,,,,,,,,,,,
1月30日,省级,新疆,,3,,,,,,,,,,,
1月30日,地区级,云南,保山,1,,,,,,,,,,,
1月30日,地区级,云南,大理,2,,,,,,,,,,,
1月30日,地区级,云南,德宏州,1,,,,,,,,,,,
1月30日,地区级,云南,红河,,,,,,,,,,,,
1月30日,地区级,云南,昆明,1,,,,,,,,,,,
1月30日,地区级,云南,昆明,2,,,,,,,,,,,
1月30日,地区级,云南,普洱,1,,,,,,,,,,,
1月30日,地区级,云南,西双版纳州,2,,,,,,,,,,,
1月30日,省级,云南,,10,,,,,,,0,0,代卫洋,累计值错误，该日累计治愈为0,
1月30日,地区级,浙江,杭州,16,,,,,,,,,,,
1月30日,地区级,浙江,湖州,1,,,,,,,,,,,
1月30日,地区级,浙江,金华,7,,,,,,,,,,,
1月30日,地区级,浙江,丽水,1,,,,,,,,,,,
1月30日,地区级,浙江,宁波,5,,,,,,,,,,,
1月30日,地区级,浙江,衢州,2,,,,,,,,,,,
1月30日,地区级,浙江,绍兴,4,,,,,,,,,,,
1月30日,地区级,浙江,台州,17,,,,,,,,,,,
1月30日,地区级,浙江,温州,55,4,,,,,,,,,,
1月30日,地区级,浙江,舟山,1,1,,,,,,,,,,
1月30日,省级,浙江,,109,5,,,,,,9,,,,
1月30日,地区级,重庆,璧山区,2,,,,,,,,,,,
1月30日,地区级,重庆,大足区,2,,,,,,,,,,,
1月30日,地区级,重庆,垫江县,3,,,,,,,,,,,
1月30日,地区级,重庆,奉节县,1,,,,,,,,,,,
1月30日,地区级,重庆,江北区,2,,,,,,,,,,,
1月30日,地区级,重庆,九龙坡区,3,,,,,,,,,,,
1月30日,地区级,重庆,开州区,3,,,,,,,,,,,
1月30日,地区级,重庆,梁平区,1,,,,,,,,,,,
1月30日,地区级,重庆,两江新区,1,,,,,,,,,,,
1月30日,地区级,重庆,南岸区,1,,,,,,,,,,,
1月30日,地区级,重庆,黔江区,1,,,,,,,,,,,
1月30日,地区级,重庆,荣昌区,1,,,,,,,,,,,
1月30日,地区级,重庆,万州区,4,,,,,,,,,,,
1月30日,地区级,重庆,巫山县,1,,,,,,,,,,,
1月30日,地区级,重庆,巫溪县,4,,,,,,,,,,,
1月30日,地区级,重庆,渝北区,3,,,,,,,,,,,
1月30日,地区级,重庆,渝中区,3,,,,,,,,,,,
1月30日,地区级,重庆,云阳县,3,,,,,,,,,,,
1月30日,地区级,重庆,长寿区,1,,,,,,,,,,,
1月30日,地区级,重庆,忠县,1,,,,,,,,,,,
1月30日,省级,重庆,,41,,,,,,,1,,,,
1月30日,国家级,,,1982,47,43,-1,,,,,,,,
1月31日,地区级,安徽,安庆,13,,,,,,,,,,,
1月31日,地区级,安徽,蚌埠,1,,,,,,,,,,,
1月31日,地区级,安徽,亳州,5,,,,,,,,,,,
1月31日,地区级,安徽,滁州,2,,,,,,,,,,,
1月31日,地区级,安徽,阜阳,9,,,,,,,,,,,
1月31日,地区级,安徽,合肥,9,,,,,,,,,,,
1月31日,地区级,安徽,淮北,4,,,,,,,,,,,
1月31日,地区级,安徽,六安,4,,,,,,,,,,,
1月31日,地区级,安徽,马鞍山,8,,,,,,,,,,,
1月31日,地区级,安徽,铜陵,2,,,,,,,,,,,
1月31日,地区级,安徽,芜湖,1,,,,,,,,,,,
1月31日,地区级,安徽,宿州,2,,,,,,,,,,,
1月31日,省级,安徽,,60,,,,,,,3,,,,
1月31日,地区级,澳门,澳门,,,,,,,,,,,,
1月31日,省级,澳门,,,,,,,,,,,,,
1月31日,地区级,北京,朝阳,5,,,,,,,,,,,
1月31日,地区级,北京,大兴,3,,,,,,,,,,,
1月31日,地区级,北京,丰台,1,,,,,,,,,,,
1月31日,地区级,北京,海淀,9,,,,,,,,,,,
1月31日,地区级,北京,石景山,1,,,,,,,,,,,
1月31日,地区级,北京,通州,1,,,,,,,,,,,
1月31日,地区级,北京,西城,4,,,,,,,,,,,
1月31日,省级,北京,,24,,,,,,,5,1,,,
1月31日,地区级,福建,福州,7,,,,,,,,,,,
1月31日,地区级,福建,南平,5,,,,,,,,,,,
1月31日,地区级,福建,莆田,3,,,,,,,,,,,
1月31日,地区级,福建,泉州,2,,,,,,,,,,,
1月31日,地区级,福建,厦门,4,,,,,,,,,,,
1月31日,地区级,福建,漳州,3,,,,,,,,,,,
1月31日,省级,福建,,24,,,,,,,,,,,
1月31日,地区级,甘肃,兰州,5,,,,,,,,,,,
1月31日,地区级,甘肃,天水,1,,,,,,,,,,,
1月31日,省级,甘肃,,6,,,,,,,,,,,
1月31日,地区级,广东,潮州,3,,,,,,,,,,,
1月31日,地区级,广东,地区待确认,,1,,,,,,,,,,
1月31日,地区级,广东,东莞,5,,,,,,,,,,,
1月31日,地区级,广东,佛山,6,,,,,,,,,,,
1月31日,地区级,广东,广州,31,,,,,,,,,,,
1月31日,地区级,广东,惠州,3,,,,,,,,,,,
1月31日,地区级,广东,江门,2,,,,,,,,,,,
1月31日,地区级,广东,汕头,2,,,,,,,,,,,
1月31日,地区级,广东,汕尾,1,,,,,,,,,,,
1月31日,地区级,广东,深圳,60,,,,,,,,,,,
1月31日,地区级,广东,湛江,2,,,,,,,,,,,
1月31日,地区级,广东,珠海,12,,,,,,,,,,,
1月31日,省级,广东,,127,1,,,,,,10,,,,
1月31日,地区级,广西,北海,6,,,,,,,,,,,
1月31日,地区级,广西,防城港,1,,,,,,,,,,,
1月31日,地区级,广西,桂林,3,,,,,,,,,,,
1月31日,地区级,广西,柳州,1,,,,,,,,,,,
1月31日,地区级,广西,梧州,1,,,,,,,,,,,
1月31日,地区级,广西,玉林,1,,,,,,,,,,,
1月31日,省级,广西,,13,,,,,,,2,0,,,
1月31日,地区级,贵州,毕节,2,,,,,,,,,,,
1月31日,地区级,贵州,贵阳,3,,,,,,,,,,,
1月31日,地区级,贵州,六盘水,4,,,,,,,,,,,
1月31日,地区级,贵州,黔东南州,1,,,,,,,,,,,
1月31日,地区级,贵州,铜仁,1,1,,,,,,,,,,
1月31日,地区级,贵州,遵义,3,,,,,,,,,,,
1月31日,省级,贵州,,14,1,,,,,,2,,,,
1月31日,地区级,海南,儋州,1,,,,,,,,,,,
1月31日,地区级,海南,海口,2,,,,,,,,,,,
1月31日,地区级,海南,乐东,1,,,,,,,,,,,
1月31日,地区级,海南,临高县,2,,,,,,,,,,,
1月31日,地区级,海南,陵水县,1,,,,,,,,,,,
1月31日,地区级,海南,三亚,1,,,,,,,,,,,
1月31日,省级,海南,,8,,,,,,,1,1,,,
1月31日,地区级,河北,沧州,1,,,,,,,,,,,
1月31日,地区级,河北,邯郸,3,,,,,,,,,,,
1月31日,地区级,河北,廊坊,2,,,,,,,,,,,
1月31日,地区级,河北,秦皇岛,1,,,,,,,,,,,
1月31日,地区级,河北,石家庄,1,,,,,,,,,,,
1月31日,地区级,河北,唐山,1,,,,,,,,,,,
1月31日,地区级,河北,邢台,3,,,,,,,,,,,
1月31日,地区级,河北,张家口,2,,,,,,,,,,,
1月31日,省级,河北,,14,,,,,,,0,1,,,
1月31日,地区级,河南,安阳,4,,,,,,,,,,,
1月31日,地区级,河南,开封,2,,,,,,,,,,,
1月31日,地区级,河南,洛阳,2,,,,,,,,,,,
1月31日,地区级,河南,漯河,1,,,,,,,,,,,
1月31日,地区级,河南,南阳,5,,,,,,,,,,,
1月31日,地区级,河南,平顶山,1,,,,,,,,,,,
1月31日,地区级,河南,三门峡,1,,,,,,,,,,,
1月31日,地区级,河南,商丘,2,,,,,,,,,,,
1月31日,地区级,河南,新乡,6,,,,,,,,,,,
1月31日,地区级,河南,信阳,21,,,,,,,,,,,
1月31日,地区级,河南,许昌,4,,,,,,,,,,,
1月31日,地区级,河南,商丘,3,,,,,,,,,,,
1月31日,地区级,河南,郑州,6,,,,,,,,,,,
1月31日,地区级,河南,周口,2,,,,,,,,,,,
1月31日,地区级,河南,驻马店,10,,,,,,,,,,,
1月31日,省级,河南,,70,,,,,,,3,2,,,
1月31日,地区级,黑龙江,大庆,1,,,,,,,,,,,
1月31日,地区级,黑龙江,哈尔滨,7,,,,,,,,,,,
1月31日,地区级,黑龙江,鸡西,2,,,,,,,,,,,
1月31日,地区级,黑龙江,佳木斯,3,,,,,,,,,,,
1月31日,地区级,黑龙江,牡丹江,4,,,,,,,,,,,
1月31日,地区级,黑龙江,七台河,2,,,,,,,,,,,
1月31日,地区级,黑龙江,双鸭山,1,,,,,,,,,,,
1月31日,地区级,黑龙江,绥化,1,,,,,,,,,,,
1月31日,省级,黑龙江,,21,,,,,,,0,2,,,
1月31日,地区级,湖北,鄂州,38,,3,,,,,,,,,
1月31日,地区级,湖北,恩施州,12,,,,,,,,,,,
1月31日,地区级,湖北,黄冈,153,11,2,,,,,,,,,
1月31日,地区级,湖北,黄石,41,,1,,,,,,,,,
1月31日,地区级,湖北,荆门,24,1,,,,,,,,,,
1月31日,地区级,湖北,荆州,66,1,1,,,,,,,,,
1月31日,地区级,湖北,潜江,15,,,,,,,,,,,
1月31日,地区级,湖北,十堰,27,,,,,,,,,,,
1月31日,地区级,湖北,随州,76,,1,,,,,,,,,
1月31日,地区级,湖北,天门,15,,1,,,,,,,,,
1月31日,地区级,湖北,武汉,576,36,33,,,,,,,,,
1月31日,地区级,湖北,仙桃,7,,,,,,,,,,,
1月31日,地区级,湖北,咸宁,40,1,,,,,,,,,,
1月31日,地区级,湖北,襄阳,61,,,,,,,,,,,
1月31日,地区级,湖北,孝感,87,,3,,,,,,,,,
1月31日,地区级,湖北,宜昌,109,,,,,,,,,,,
1月31日,省级,湖北,,1347,50,45,,,,,166,249,,,
1月31日,地区级,湖南,常德,2,,,,,,,,,,,
1月31日,地区级,湖南,郴州,1,,,,,,,,,,,
1月31日,地区级,湖南,衡阳,1,,,,,,,,,,,
1月31日,地区级,湖南,怀化,2,1,,,,,,,,,,
1月31日,地区级,湖南,娄底,6,,,,,,,,,,,
1月31日,地区级,湖南,邵阳,,,,,,,,,,,,
1月31日,地区级,湖南,邵阳,5,,,,,,,,,,,
1月31日,地区级,湖南,湘潭,3,,,,,,,,,,,
1月31日,地区级,湖南,湘西自治州,1,,,,,,,,,,,
1月31日,地区级,湖南,益阳,4,,,,,,,,,,,
1月31日,地区级,湖南,永州,2,,,,,,,,,,,
1月31日,地区级,湖南,岳阳,8,,,,,,,,,,,
1月31日,地区级,湖南,张家界,1,,,,,,,,,,,
1月31日,地区级,湖南,长沙,,,,,,,,,,,,
1月31日,地区级,湖南,长沙,18,,,,,,,,,,,
1月31日,地区级,湖南,株洲,3,,,,,,,,,,,
1月31日,省级,湖南,,57,1,,,,,,3,,,,
1月31日,地区级,吉林,长春,3,,,,,,,,,,,
1月31日,省级,吉林,,3,,,,,,,1,0,,,
1月31日,地区级,江苏,常州,1,,,,,,,,,,,
1月31日,地区级,江苏,淮安,,,,,,,,,,,,
1月31日,地区级,江苏,淮安,2,,,,,,,,,,,
1月31日,地区级,江苏,连云港,4,1,,,,,,,,,,
1月31日,地区级,江苏,南京,3,2,,,,,,,,,,
1月31日,地区级,江苏,南通,2,,,,,,,,,,,
1月31日,地区级,江苏,苏州,2,,,,,,,,,,,
1月31日,地区级,江苏,泰州,5,,,,,,,,,,,
1月31日,地区级,江苏,无锡,1,,,,,,,,,,,
1月31日,地区级,江苏,宿迁,1,,,,,,,,,,,
1月31日,地区级,江苏,徐州,3,,,,,,,,,,,
1月31日,地区级,江苏,盐城,5,,,,,,,,,,,
1月31日,地区级,江苏,扬州,5,,,,,,,,,,,
1月31日,省级,江苏,,34,3,,,,,,5,,,,
1月31日,地区级,江西,抚州,3,,,,,,,,,,,
1月31日,地区级,江西,赣州,3,1,,,,,,,,,,
1月31日,地区级,江西,吉安,3,,,,,,,,,,,
1月31日,地区级,江西,九江,2,,,-1,,,,,,,,
1月31日,地区级,江西,南昌,16,,,,,,,,,,,
1月31日,地区级,江西,萍乡,1,,,,,,,,,,,
1月31日,地区级,江西,上饶,4,,,,,,,,,,,
1月31日,地区级,江西,新余,12,,,,,,,,,,,
1月31日,地区级,江西,宜春,3,1,,,,,,,,,,
1月31日,省级,江西,,47,2,,-1,,,,9,,,,
1月31日,地区级,辽宁,鞍山,1,,,,,,,1,0,,,
1月31日,地区级,辽宁,朝阳市,1,,,,,,,,,,,
1月31日,地区级,辽宁,大连,1,,,,,,,,,,,
1月31日,地区级,辽宁,阜新,1,,,,,,,,,,,
1月31日,地区级,辽宁,葫芦岛,1,,,,,,,,,,,
1月31日,地区级,辽宁,锦州,3,,,,,,,,,,,
1月31日,地区级,辽宁,盘锦,4,,,,,,,,,,,
1月31日,地区级,辽宁,沈阳,3,,,,,,,,,,,
1月31日,省级,辽宁,,15,,,,,,,1,0,,,
1月31日,地区级,内蒙古,巴彦淖尔,1,,,,,,,,,,,
1月31日,地区级,内蒙古,鄂尔多斯,2,,,,,,,,,,,
1月31日,地区级,内蒙古,呼伦贝尔,,1,,,,,,,,,,
1月31日,省级,内蒙古,,3,1,,,,,,1,0,周隆放,无修改,
1月31日,地区级,宁夏,吴忠,1,,,,,,,,,,,
1月31日,地区级,宁夏,银川,4,,,,,,,,,,,
1月31日,省级,宁夏,,5,,,,,,,,,,,
1月31日,地区级,青海,西宁,1,,,,,,,,,,,
1月31日,省级,青海,,1,,,,,,,,,,,
1月31日,地区级,山东,德州,1,,,,,,,,,,,
1月31日,地区级,山东,菏泽,1,,,,,,,,,,,
1月31日,地区级,山东,济南,2,,,,,,,,,,,
1月31日,地区级,山东,济宁,,,,,,,,,,,,
1月31日,地区级,山东,济宁,2,,,,,,,,,,,
1月31日,地区级,山东,临沂,3,,,,,,,,,,,
1月31日,地区级,山东,日照,1,,,,,,,,,,,
1月31日,地区级,山东,泰安,2,,,,,,,,,,,
1月31日,地区级,山东,威海,5,,,,,,,,,,,
1月31日,地区级,山东,潍坊,1,,,,,,,,,,,
1月31日,地区级,山东,烟台,2,,,,,,,,,,,
1月31日,地区级,山东,枣庄,2,,,,,,,,,,,
1月31日,地区级,山东,淄博,2,,,,,,,,,,,
1月31日,省级,山东,,24,,,,,,,2,,,,
1月31日,地区级,山西,大同,1,,,,,,,,,,,
1月31日,地区级,山西,晋城,2,,,,,,,,,,,
1月31日,地区级,山西,晋中,2,,,,,,,,,,,
1月31日,地区级,山西,忻州,1,,,,,,,,,,,
1月31日,地区级,山西,运城,2,,,,,,,,,,,
1月31日,省级,山西,,8,,,,,,,1,0,,,
1月31日,地区级,陕西,安康,1,,,,,,,,,,,
1月31日,地区级,陕西,宝鸡,2,,,,,,,,,,,
1月31日,地区级,陕西,汉中,2,,,,,,,,,,,
1月31日,地区级,陕西,西安,8,,,-1,,,,,,,,
1月31日,地区级,陕西,咸阳,2,,,,,,,,,,,
1月31日,省级,陕西,,15,,,-1,,,,,,,,
1月31日,地区级,上海,宝山,3,,,,,,,,,,,
1月31日,地区级,上海,地区待确认,,4,,,,,,,,,,
1月31日,地区级,上海,虹口,1,,,,,,,,,,,
1月31日,地区级,上海,黄浦,1,,,,,,,,,,,
1月31日,地区级,上海,闵行,2,,,,,,,,,,,
1月31日,地区级,上海,浦东,5,,,,,,,,,,,
1月31日,地区级,上海,普陀,2,,,,,,,,,,,
1月31日,地区级,上海,外地来沪,4,,,,,,,,,,,
1月31日,地区级,上海,外地来沪,6,,,,,,,,,,,
1月31日,地区级,上海,徐汇,,,,,,,,,,,,
1月31日,地区级,上海,杨浦,1,,,,,,,,,,,
1月31日,地区级,上海,长宁,,,,,,,,,,,,
1月31日,省级,上海,,25,4,,,,,,9,1,,,
1月31日,地区级,四川,巴中,3,,,,,,,,,,,
1月31日,地区级,四川,成都,3,2,,,,,,,,,,
1月31日,地区级,四川,达州,1,,,,,,,,,,,
1月31日,地区级,四川,广安,3,,,,,,,,,,,
1月31日,地区级,四川,凉山,2,,,,,,,,,,,
1月31日,地区级,四川,绵阳,1,,,,,,,,,,,
1月31日,地区级,四川,南充,5,,,,,,,,,,,
1月31日,地区级,四川,内江,4,,,,,,,,,,,
1月31日,地区级,四川,攀枝花,6,,,,,,,,,,,
1月31日,地区级,四川,雅安,2,,,,,,,,,,,
1月31日,省级,四川,,30,2,,,,,,3,1,,,
1月31日,地区级,台湾,台湾,1,,,,,,,,,,,
1月31日,省级,台湾,,1,,,,,,,,,,,
1月31日,地区级,天津,宝坻区,,,,,,,,,,,,
1月31日,地区级,天津,宝坻区,,,,,,,,,,,,
1月31日,地区级,天津,东丽区,,,,,,,,,,,,
1月31日,地区级,天津,河北区,,,,,,,,,,,,
1月31日,地区级,天津,河东区,,,,,,,,,,,,
1月31日,地区级,天津,宁河区,1,,,,,,,,,,,
1月31日,省级,天津,,1,,,,,,,,,,,
1月31日,地区级,西藏,拉萨,,,,,,,,,,,,
1月31日,省级,西藏,,,,,,,,,,,,,
1月31日,地区级,香港,香港,1,,,,,,,,,,,
1月31日,省级,香港,,1,,,,,,,,,,,
1月31日,地区级,新疆,兵团第九师,1,,,,,,,,,,,
1月31日,省级,新疆,,1,,,,,,,,,,,
1月31日,地区级,云南,保山,1,,,,,,,,,,,
1月31日,地区级,云南,红河,,1,,,,,,,,,,新增治愈数1改为
1月31日,地区级,云南,红河,,,,,,,,,,,,新增治愈数1改为
1月31日,地区级,云南,昆明,6,,,,,,,,,,,
1月31日,地区级,云南,临沧,1,,,,,,,,,,,
1月31日,地区级,云南,玉溪,1,,,,,,,,,,,
1月31日,地区级,云南,昭通,2,,,,,,,,,,,
1月31日,省级,云南,,11,1,,,,,,1,0,代卫洋,累计值错误，该日累计治愈为1,
1月31日,地区级,浙江,杭州,13,,,,,,,,,,,
1月31日,地区级,浙江,嘉兴,2,,,,,,,,,,,
1月31日,地区级,浙江,金华,7,3,,,,,,,,,,
1月31日,地区级,浙江,丽水,1,,,,,,,,,,,
1月31日,地区级,浙江,宁波,9,1,,,,,,,,,,
1月31日,地区级,浙江,衢州,1,,,,,,,,,,,
1月31日,地区级,浙江,绍兴,1,,,,,,,,,,,
1月31日,地区级,浙江,台州,14,1,,,,,,,,,,
1月31日,地区级,浙江,温州,14,1,,,,,,,,,,
1月31日,省级,浙江,,62,6,,,,,,15,,,,
1月31日,地区级,重庆,璧山区,2,,,,,,,,,,,
1月31日,地区级,重庆,垫江县,2,,,,,,,,,,,
1月31日,地区级,重庆,丰都县,1,,,,,,,,,,,
1月31日,地区级,重庆,合川区,2,,,,,,,,,,,
1月31日,地区级,重庆,江北区,4,,,,,,,,,,,
1月31日,地区级,重庆,九龙坡区,1,,1,,,,,,,,,
1月31日,地区级,重庆,两江新区,1,,,,,,,,,,,
1月31日,地区级,重庆,荣昌区,1,,,,,,,,,,,
1月31日,地区级,重庆,沙坪坝区,2,,,,,,,,,,,
1月31日,地区级,重庆,石柱县,3,,,,,,,,,,,
1月31日,地区级,重庆,万州区,5,,,,,,,,,,,
1月31日,地区级,重庆,巫溪县,1,,,,,,,,,,,
1月31日,地区级,重庆,渝北区,1,,,,,,,,,,,
1月31日,地区级,重庆,渝中区,2,,,,,,,,,,,
1月31日,地区级,重庆,云阳县,2,,,,,,,,,,,
1月31日,地区级,重庆,长寿区,2,,,,,,,,,,,
1月31日,省级,重庆,,32,,1,,,,,1,1,,,
1月31日,国家级,,,2102,72,46,-3,,,,,,,,
2月1日,地区级,安徽,安庆,6,,,,,,,,,,,
2月1日,地区级,安徽,蚌埠,10,,,,,,,,,,,
2月1日,地区级,安徽,亳州,5,1,,,,,,,,,,
2月1日,地区级,安徽,池州,2,,,,,,,,,,,
2月1日,地区级,安徽,阜阳,12,,,,,,,,,,,
2月1日,地区级,安徽,合肥,,1,,,,,,,,,,
2月1日,地区级,安徽,马鞍山,5,,,,,,,,,,,
2月1日,地区级,安徽,芜湖,1,,,,,,,,,,,
2月1日,地区级,安徽,宿州,2,,,,,,,,,,,
2月1日,省级,安徽,,43,2,,,,,,5,,,,
2月1日,地区级,澳门,澳门,,,,,,,,,,,,
2月1日,省级,澳门,,,,,,,,,,,,,
2月1日,地区级,北京,朝阳,8,,,,,,,,,,,
2月1日,地区级,北京,大兴,2,,,,,,,,,,,
2月1日,地区级,北京,地区待确认,,4,,,,,,,,,,
2月1日,地区级,北京,房山,2,,,,,,,,,,,
2月1日,地区级,北京,丰台,4,,,,,,,,,,,
2月1日,地区级,北京,海淀,6,,,,,,,,,,,
2月1日,地区级,北京,门头沟,,,,,,,,,,,,
2月1日,地区级,北京,石景山,1,,,,,,,,,,,
2月1日,地区级,北京,顺义,4,,,,,,,,,,,
2月1日,省级,北京,,27,4,,,,,,9,1,,,
2月1日,地区级,福建,福州,5,,,,,,,,,,,
2月1日,地区级,福建,莆田,2,,,,,,,,,,,
2月1日,地区级,福建,泉州,5,,,,,,,,,,,
2月1日,地区级,福建,三明,1,,,,,,,,,,,
2月1日,地区级,福建,厦门,1,,,,,,,,,,,
2月1日,地区级,福建,漳州,1,,,,,,,,,,,
2月1日,省级,福建,,15,,,,,,,,,,,
2月1日,地区级,甘肃,定西,1,,,,,,,,,,,
2月1日,地区级,甘肃,甘南州,1,,,,,,,,,,,
2月1日,地区级,甘肃,兰州,3,,,,,,,,,,,
2月1日,省级,甘肃,,5,,,,,,,,,,,
2月1日,地区级,广东,潮州,,,,,,,,,,,,
2月1日,地区级,广东,地区待确认,,2,,,,,,,,,,
2月1日,地区级,广东,东莞,6,,,,,,,,,,,
2月1日,地区级,广东,佛山,,,,,,,,,,,,
2月1日,地区级,广东,佛山,1,,,,,,,,,,,
2月1日,地区级,广东,广州,,,,,,,,,,,,
2月1日,地区级,广东,广州,38,,,,,,,,,,,
2月1日,地区级,广东,惠州,3,,,,,,,,,,,
2月1日,地区级,广东,梅州,,,,,,,,,,,,
2月1日,地区级,广东,梅州,1,,,,,,,,,,,
2月1日,地区级,广东,汕头,,,,,,,,,,,,
2月1日,地区级,广东,韶关,1,,,,,,,,,,,
2月1日,地区级,广东,深圳,,,,,,,,,,,,
2月1日,地区级,广东,深圳,26,,,,,,,,,,,
2月1日,地区级,广东,湛江,1,,,,,,,,,,,
2月1日,地区级,广东,肇庆,1,,,,,,,,,,,
2月1日,地区级,广东,中山,3,,,,,,,,,,,
2月1日,地区级,广东,珠海,,,,,,,,,,,,
2月1日,地区级,广东,珠海,3,,,,,,,,,,,
2月1日,省级,广东,,84,2,,,,,,12,,,,
2月1日,地区级,广西,贵港,4,,,,,,,,,,,
2月1日,地区级,广西,桂林,2,,,,,,,,,,,
2月1日,地区级,广西,贺州,2,,,,,,,,,,,
2月1日,地区级,广西,钦州,1,,,,,,,,,,,
2月1日,地区级,广西,玉林,2,,,,,,,,,,,
2月1日,省级,广西,,11,,,,,,,2,0,,,
2月1日,地区级,贵州,安顺,2,,,,,,,,,,,
2月1日,地区级,贵州,毕节,1,,,,,,,,,,,
