公开时间,类别,省份,城市,新增确诊病例,新增治愈出院数,新增死亡数,核减,治愈核减,死亡核减,累计确诊人数,累计治愈人数,累计死亡人数
2月1日,地区级,四川,广元,3,,,,,,,,
2月1日,地区级,四川,泸州,1,,,,,,,,
2月1日,地区级,四川,绵阳,2,,,,,,,,
2月1日,地区级,四川,南充,7,,,,,,,,
2月1日,地区级,四川,内江,1,,,,,,,,
2月1日,地区级,四川,攀枝花,2,,,,,,,,
2月1日,省级,四川,,24,,,,,,,3,1
2月1日,省级,台湾,,,,,,,,,,
2月1日,地区级,天津,宝坻区,3,,,,,,,,
2月1日,地区级,天津,东丽区,3,,,,,,,,
2月1日,地区级,天津,和平区,,,,,,,,,
2月1日,地区级,天津,河北区,1,,,,,,,,
2月1日,地区级,天津,河东区,1,,,,,,,,
2月1日,地区级,天津,宁河区,1,,,,,,,,
2月1日,省级,天津,,9,,,,,,,,
2月1日,地区级,西藏,拉萨,,,,,,,,,
2月1日,省级,西藏,,,,,,,,,,
2月1日,地区级,香港,香港,1,,,,,,,,
2月1日,省级,香港,,1,,,,,,,,
2月1日,地区级,新疆,兵团第九师,3,,,,,,,,
2月1日,省级,新疆,,3,,,,,,,,
2月1日,地区级,云南,保山,1,,,,,,,,
2月1日,地区级,云南,大理,1,1,,,,,,,
2月1日,地区级,云南,红河,1,,,,,,,,
2月1日,地区级,云南,昆明,1,,,,,,,,
2月1日,地区级,云南,曲靖,,,,,,,,,
2月1日,地区级,云南,玉溪,4,,,,,,,,
2月1日,省级,云南,,8,1,,,,,,2,0
2月1日,地区级,浙江,杭州,12,2,,,,,,,
2月1日,地区级,浙江,嘉兴,1,,,,,,,,
2月1日,地区级,浙江,丽水,6,,,,,,,,
2月1日,地区级,浙江,宁波,11,,,,,,,,
2月1日,地区级,浙江,绍兴,3,1,,,,,,,
2月1日,地区级,浙江,台州,5,3,,,,,,,
2月1日,地区级,浙江,温州,24,2,,,,,,,
2月1日,地区级,浙江,温州,,,,,,,,,
2月1日,省级,浙江,,62,8,,,,,,23,
2月1日,地区级,重庆,垫江县,1,,,,,,,,
2月1日,地区级,重庆,丰都县,1,1,,,,,,,
2月1日,地区级,重庆,奉节县,3,,,,,,,,
2月1日,地区级,重庆,江北区,1,,,,,,,,
2月1日,地区级,重庆,九龙坡区,2,,,,,,,,
2月1日,地区级,重庆,两江新区,2,,,,,,,,
2月1日,地区级,重庆,南岸区,1,,,,,,,,
2月1日,地区级,重庆,铜梁区,2,,,,,,,,
2月1日,地区级,重庆,万州区,6,,,,,,,,
2月1日,地区级,重庆,巫溪县,1,,,,,,,,
2月1日,地区级,重庆,秀山县,,1,,,,,,,
2月1日,地区级,重庆,渝北区,1,,,,,,,,
2月1日,地区级,重庆,渝中区,2,,,,,,,,
2月1日,地区级,重庆,云阳县,1,,,,,,,,
2月1日,省级,重庆,,24,2,,,,,,3,1
2月1日,国家级,,,2590,85,45,-1,,,,,
2月2日,地区级,安徽,安庆,4,,,,,,,,
2月2日,地区级,安徽,蚌埠,11,,,,,,,,
2月2日,地区级,安徽,亳州,9,,,,,,,,
2月2日,地区级,安徽,滁州,2,,,,,,,,
2月2日,地区级,安徽,阜阳,6,,,,,,,,
2月2日,地区级,安徽,合肥,16,,,,,,,,
2月2日,地区级,安徽,淮北,2,,,,,,,,
2月2日,地区级,安徽,淮南,1,,,,,,,,
2月2日,地区级,安徽,六安,7,,,,,,,,
2月2日,地区级,安徽,马鞍山,1,,,,,,,,
2月2日,地区级,安徽,铜陵,2,,,,,,,,
2月2日,地区级,安徽,芜湖,,1,,,,,,,
2月2日,地区级,安徽,宿州,7,,,,,,,,
2月2日,地区级,安徽,宣城,,1,,,,,,,
2月2日,省级,安徽,,68,2,,,,,,7,
2月2日,地区级,澳门,澳门,1,,,,,,,,
2月2日,省级,澳门,,1,,,,,,,,
2月2日,地区级,北京,昌平,1,,,,,,,,
2月2日,地区级,北京,朝阳,,,,-4,,,,,
2月2日,地区级,北京,大兴,7,,,,,,,,
2月2日,地区级,北京,地区待确认,,3,,,,,,,
2月2日,地区级,北京,东城,,,,-1,,,,,
2月2日,地区级,北京,房山,2,,,,,,,,
2月2日,地区级,北京,丰台,1,,,,,,,,
2月2日,地区级,北京,海淀,1,,,,,,,,
2月2日,地区级,北京,怀柔,2,,,,,,,,
2月2日,地区级,北京,门头沟,2,,,,,,,,
2月2日,地区级,北京,石景山,1,,,,,,,,
2月2日,地区级,北京,顺义,,,,-1,,,,,
2月2日,地区级,北京,外地来京,8,,,,,,,,
2月2日,地区级,北京,西城,9,,,,,,,,
2月2日,地区级,北京,延庆,1,,,,,,,,
2月2日,省级,北京,,35,3,,-6,,,,12,1
2月2日,地区级,福建,福州,3,,,,,,,,
2月2日,地区级,福建,南平,3,,,,,,,,
2月2日,地区级,福建,宁德,3,,,,,,,,
2月2日,地区级,福建,莆田,7,,,,,,,,
2月2日,地区级,福建,泉州,2,,,,,,,,
2月2日,地区级,福建,厦门,1,,,,,,,,
2月2日,地区级,福建,漳州,1,,,,,,,,
2月2日,省级,福建,,20,,,,,,,,
2月2日,地区级,甘肃,定西,,1,,,,,,,
2月2日,地区级,甘肃,兰州,3,2,,,,,,,
2月2日,地区级,甘肃,临夏,1,,,,,,,,
2月2日,地区级,甘肃,陇南,1,,,,,,,,
2月2日,地区级,甘肃,庆阳,1,,,,,,,,
2月2日,地区级,甘肃,天水,5,,,,,,,,
2月2日,省级,甘肃,,11,3,,,,,,3,0
2月2日,地区级,广东,潮州,1,,,,,,,,
2月2日,地区级,广东,地区待确认,,2,,,,,,,
2月2日,地区级,广东,东莞,4,,,,,,,,
2月2日,地区级,广东,佛山,4,,,,,,,,
2月2日,地区级,广东,广州,14,,,,,,,,
2月2日,地区级,广东,惠州,5,,,,,,,,
2月2日,地区级,广东,江门,1,,,,,,,,
2月2日,地区级,广东,茂名,1,,,,,,,,
2月2日,地区级,广东,梅州,1,,,,,,,,
2月2日,地区级,广东,汕头,3,,,,,,,,
2月2日,地区级,广东,汕尾,1,,,,,,,,
2月2日,地区级,广东,深圳,30,,,,,,,,
2月2日,地区级,广东,中山,4,,,,,,,,
2月2日,地区级,广东,珠海,10,,,,,,,,
2月2日,省级,广东,,79,2,,,,,,14,
2月2日,地区级,广西,北海,3,,,,,,,,
2月2日,地区级,广西,防城港,1,,,,,,,,
2月2日,地区级,广西,贵港,1,,,,,,,,
2月2日,地区级,广西,桂林,,,,,,,,,
2月2日,地区级,广西,桂林,1,,,,,,,,
2月2日,地区级,广西,贺州,1,,,,,,,,
2月2日,地区级,广西,柳州,2,,,,,,,,
2月2日,地区级,广西,南宁,6,,,,,,,,
2月2日,地区级,广西,梧州,,,,,,,,,
2月2日,地区级,广西,玉林,1,,,,,,,,
2月2日,省级,广西,,16,,,,,,,2,0
2月2日,地区级,贵州,贵阳,1,,,,,,,,
2月2日,地区级,贵州,六盘水,1,,,,,,,,
2月2日,地区级,贵州,铜仁,3,,,,,,,,
2月2日,地区级,贵州,遵义,3,,,,,,,,
2月2日,省级,贵州,,8,,,,,,,2,0
2月2日,地区级,海南,昌江县,2,,,,,,,,
2月2日,地区级,海南,儋州,1,,,,,,,,
2月2日,地区级,海南,海口,2,,,,,,,,
2月2日,地区级,海南,琼海,1,,,,,,,,
2月2日,地区级,海南,三亚,,3,,,,,,,
2月2日,地区级,海南,文昌,1,,,,,,,,
2月2日,省级,海南,,7,3,,,,,,4,1
2月2日,地区级,河北,廊坊,1,,,,,,,,
2月2日,地区级,河北,秦皇岛,1,,,,,,,,
2月2日,地区级,河北,石家庄,3,,,,,,,,
2月2日,地区级,河北,邢台,4,,,,,,,,
2月2日,省级,河北,,9,,,,,,,3,1
2月2日,地区级,河南,安阳,4,,,,,,,,
2月2日,地区级,河南,地区待确认,,10,,,,,,,
2月2日,地区级,河南,济源示范区,2,,,,,,,,
2月2日,地区级,河南,焦作,1,,,,,,,,
2月2日,地区级,河南,漯河,4,,,,,,,,
2月2日,地区级,河南,南阳,8,,,,,,,,
2月2日,地区级,河南,平顶山,5,,,,,,,,
2月2日,地区级,河南,商丘,6,,,,,,,,
2月2日,地区级,河南,新乡,4,,,,,,,,
2月2日,地区级,河南,信阳,11,,,,,,,,
2月2日,地区级,河南,许昌,2,,,,,,,,
2月2日,地区级,河南,郑州,7,,,,,,,,
2月2日,地区级,河南,周口,7,,,,,,,,
2月2日,地区级,河南,驻马店,12,,,,,,,,
2月2日,省级,河南,,73,10,,,,,,14,2
2月2日,地区级,黑龙江,大庆,3,,,,,,,,
2月2日,地区级,黑龙江,哈尔滨,11,,,,,,,,
2月2日,地区级,黑龙江,鸡西,2,,,,,,,,
2月2日,地区级,黑龙江,牡丹江,1,,,,,,,,
2月2日,地区级,黑龙江,七台河,1,,,,,,,,
2月2日,地区级,黑龙江,双鸭山,3,,,,,,,,
2月2日,地区级,黑龙江,绥化,2,,,,,,,,
2月2日,省级,黑龙江,,23,,,,,,,2,2
2月2日,地区级,湖北,鄂州,28,2,2,,,,,,
2月2日,地区级,湖北,恩施州,6,4,,,,,,,
2月2日,地区级,湖北,黄冈,244,5,2,,,,,,
2月2日,地区级,湖北,黄石,82,8,,,,,,,
2月2日,地区级,湖北,荆门,16,3,4,,,,,,
2月2日,地区级,湖北,荆州,166,2,2,,,,,,
2月2日,地区级,湖北,十堰,44,2,,,,,,,
2月2日,地区级,湖北,随州,74,,2,,,,,,
2月2日,地区级,湖北,天门,16,,3,,,,,,
2月2日,地区级,湖北,武汉,1033,53,41,,,,,,
2月2日,地区级,湖北,仙桃,29,,,,,,,,
2月2日,地区级,湖北,咸宁,50,,,,,,,,
2月2日,地区级,湖北,襄阳,107,,,,,,,,
2月2日,地区级,湖北,孝感,169,,,,,,,,
2月2日,地区级,湖北,宜昌,39,1,,,,,,,
2月2日,省级,湖北,,2103,80,56,,,,,295,350
2月2日,地区级,湖南,常德,3,,,,,,,,
2月2日,地区级,湖南,郴州,3,,,,,,,,
2月2日,地区级,湖南,衡阳,2,3,,,,,,,
2月2日,地区级,湖南,怀化,1,,,,,,,,
2月2日,地区级,湖南,娄底,6,,,,,,,,
2月2日,地区级,湖南,邵阳,2,,,,,,,,
2月2日,地区级,湖南,湘潭,3,3,,,,,,,
2月2日,地区级,湖南,湘西自治州,,1,,,,,,,
2月2日,地区级,湖南,益阳,,,,,,,,,
2月2日,地区级,湖南,益阳,3,,,,,,,,
2月2日,地区级,湖南,永州,4,,,,,,,,
2月2日,地区级,湖南,岳阳,17,,,,,,,,
2月2日,地区级,湖南,长沙,13,,,,,,,,
2月2日,地区级,湖南,株洲,1,1,,,,,,,
2月2日,省级,湖南,,58,8,,,,,,16,
2月2日,地区级,吉林,吉林,1,,,,,,,,
2月2日,地区级,吉林,四平,3,,,,,,,,
2月2日,地区级,吉林,长春,4,,,,,,,,
2月2日,省级,吉林,,8,,,,,,,1,0
2月2日,地区级,江苏,淮安,5,,,,,,,,
2月2日,地区级,江苏,连云港,1,,,,,,,,
2月2日,地区级,江苏,南京,5,,,,,,,,
2月2日,地区级,江苏,南通,2,,,,,,,,
2月2日,地区级,江苏,苏州,6,1,,,,,,,
2月2日,地区级,江苏,泰州,4,,,,,,,,
2月2日,地区级,江苏,无锡,4,,,,,,,,
2月2日,地区级,江苏,宿迁,1,,,,,,,,
2月2日,地区级,江苏,徐州,6,,,,,,,,
2月2日,地区级,江苏,扬州,1,,,,,,,,
2月2日,省级,江苏,,35,1,,,,,,7,
2月2日,地区级,江西,抚州,5,,,,,,,,
2月2日,地区级,江西,赣州,2,,,-1,,,,,
2月2日,地区级,江西,吉安,1,,,,,,,,
2月2日,地区级,江西,九江,9,2,,,,,,,
2月2日,地区级,江西,南昌,14,3,,,,,,,
2月2日,地区级,江西,萍乡,3,,,,,,,,
2月2日,地区级,江西,上饶,13,3,,,,,,,
2月2日,地区级,江西,新余,7,,,,,,,,
2月2日,地区级,江西,宜春,5,,,,,,,,
2月2日,省级,江西,,59,8,,-1,,,,18,
2月2日,地区级,辽宁,大连,2,,,,,,,,
2月2日,地区级,辽宁,阜新,1,,,,,,,,
2月2日,地区级,辽宁,辽阳,1,,,,,,,,
2月2日,地区级,辽宁,盘锦,1,,,,,,,,
2月2日,地区级,辽宁,铁岭,1,,,,,,,,
2月2日,省级,辽宁,,6,,,,,,,1,0
2月2日,地区级,内蒙古,包头,1,,,,,,,1,0
2月2日,地区级,内蒙古,鄂尔多斯,3,,,,,,,,
2月2日,地区级,内蒙古,呼和浩特,2,,,,,,,,
2月2日,地区级,内蒙古,乌兰察布,1,,,,,,,,
2月2日,省级,内蒙古,,7,,,,,,,1,0
2月2日,地区级,宁夏,银川,3,,,,,,,,
2月2日,省级,宁夏,,3,,,,,,,,
2月2日,地区级,青海,海北州,1,,,,,,,,
2月2日,地区级,青海,西宁,3,,,,,,,,
2月2日,省级,青海,,4,,,,,,,,
2月2日,地区级,山东,滨州,,,,,,,,,
2月2日,地区级,山东,菏泽,1,,,,,,,,
2月2日,地区级,山东,济南,3,,,,,,,,
2月2日,地区级,山东,济宁,4,,,,,,,,
2月2日,地区级,山东,聊城,,,,,,,,,
2月2日,地区级,山东,临沂,,,,,,,,,
2月2日,地区级,山东,青岛,3,,,,,,,,
2月2日,地区级,山东,日照,1,,,,,,,,
2月2日,地区级,山东,泰安,2,1,,,,,,,
2月2日,地区级,山东,威海,1,,,,,,,,
2月2日,地区级,山东,潍坊,3,,,,,,,,
2月2日,地区级,山东,烟台,2,,,,,,,,
2月2日,地区级,山东,枣庄,1,,,,,,,,
2月2日,省级,山东,,21,1,,,,,,6,
2月2日,地区级,山西,大同,1,,,,,,,,
2月2日,地区级,山西,晋城,3,,,,,,,,
2月2日,地区级,山西,晋中,2,,,,,,,,
2月2日,地区级,山西,阳泉,1,,,,,,,,
2月2日,地区级,山西,运城,3,1,,,,,,,
2月2日,省级,山西,,10,1,,,,,,2,0
2月2日,地区级,陕西,安康,1,,,,,,,,
2月2日,地区级,陕西,宝鸡,1,,,,,,,,
2月2日,地区级,陕西,铜川,1,,,,,,,,
2月2日,地区级,陕西,渭南,1,,,,,,,,
2月2日,地区级,陕西,西安,8,,,,,,,,
2月2日,省级,陕西,,12,,,,,,,,
2月2日,地区级,上海,宝山,2,,,,,,,,
2月2日,地区级,上海,闵行,2,,,,,,,,
2月2日,地区级,上海,浦东,3,,,,,,,,
2月2日,地区级,上海,浦东,4,,,,,,,,
2月2日,地区级,上海,普陀,1,,,,,,,,
2月2日,地区级,上海,外地来沪,2,,,,,,,,
2月2日,地区级,上海,杨浦,2,,,,,,,,
2月2日,省级,上海,,16,,,,,,,10,1
2月2日,地区级,四川,巴中,4,,,,,,,,
2月2日,地区级,四川,成都,4,7,,,,,,,
2月2日,地区级,四川,达州,2,,,,,,,,
2月2日,地区级,四川,甘孜,1,,,,,,,,
2月2日,地区级,四川,广安,1,1,,,,,,,
2月2日,地区级,四川,凉山,1,,,,,,,,
2月2日,地区级,四川,泸州,1,,,,,,,,
2月2日,地区级,四川,眉山,1,,,,,,,,
2月2日,地区级,四川,绵阳,3,1,,,,,,,
2月2日,地区级,四川,南充,3,,,,,,,,
2月2日,地区级,四川,内江,1,,,,,,,,
2月2日,地区级,四川,攀枝花,1,,,,,,,,
2月2日,地区级,四川,遂宁,,,,,,,,,
2月2日,省级,四川,,23,9,,,,,,12,1
2月2日,省级,台湾,,,,,,,,,,
2月2日,地区级,天津,宝坻区,2,,,,,,,,
2月2日,地区级,天津,和平区,1,,,,,,,,
2月2日,地区级,天津,河东区,3,,,,,,,,
2月2日,地区级,天津,红桥区,,1,,,,,,,
2月2日,地区级,天津,南开区,,,,,,,,,
2月2日,地区级,天津,宁河区,1,,,,,,,,
2月2日,地区级,天津,外地来津,,,,,,,,,
2月2日,地区级,天津,西青区,,,,,,,,,
2月2日,省级,天津,,7,1,,,,,,1,
2月2日,地区级,西藏,拉萨,,,,,,,,,
2月2日,省级,西藏,,,,,,,,,,
2月2日,地区级,香港,香港,1,,,,,,,,
2月2日,省级,香港,,1,,,,,,,1,
2月2日,地区级,新疆,乌鲁木齐,2,,,,,,,,
2月2日,地区级,新疆,伊犁州,1,,,,,,,,
2月2日,省级,新疆,,3,,,,,,,,
2月2日,地区级,云南,楚雄州,2,,,,,,,,
2月2日,地区级,云南,德宏州,1,,,,,,,,
2月2日,地区级,云南,昆明,1,,,,,,,,
2月2日,地区级,云南,丽江,1,,,,,,,,
2月2日,地区级,云南,曲靖,1,1,,,,,,,
2月2日,地区级,云南,西双版纳州,1,,,,,,,,
2月2日,地区级,云南,玉溪,1,,,,,,,,
2月2日,地区级,云南,昭通,2,,,,,,,,
2月2日,省级,云南,,10,1,,,,,,3,0
2月2日,地区级,浙江,杭州,8,,,,,,,,
2月2日,地区级,浙江,湖州,3,,,,,,,,
2月2日,地区级,浙江,金华,2,3,,,,,,,
2月2日,地区级,浙江,丽水,2,,,,,,,,
2月2日,地区级,浙江,宁波,9,,,,,,,,
2月2日,地区级,浙江,衢州,1,,,,,,,,
2月2日,地区级,浙江,绍兴,3,1,,,,,,,
2月2日,地区级,浙江,台州,9,3,,,,,,,
2月2日,地区级,浙江,温州,26,5,,,,,,,
2月2日,地区级,浙江,舟山,,1,,,,,,,
2月2日,省级,浙江,,63,13,,,,,,36,
2月2日,地区级,重庆,巴南区,1,,,,,,,,
2月2日,地区级,重庆,大足区,1,,,,,,,,
2月2日,地区级,重庆,垫江县,1,,,,,,,,
2月2日,地区级,重庆,奉节县,1,,,,,,,,
2月2日,地区级,重庆,涪陵区,1,,,,,,,,
2月2日,地区级,重庆,高新区,1,,,,,,,,
2月2日,地区级,重庆,合川区,1,,,,,,,,
2月2日,地区级,重庆,江北区,3,,,,,,,,
2月2日,地区级,重庆,九龙坡区,2,,,,,,,,
2月2日,地区级,重庆,开州区,1,,,,,,,,
2月2日,地区级,重庆,梁平区,1,,,,,,,,
2月2日,地区级,重庆,南岸区,2,,,,,,,,
2月2日,地区级,重庆,綦江区,1,,,,,,,,
2月2日,地区级,重庆,荣昌区,2,,,,,,,,
2月2日,地区级,重庆,铜梁区,3,,,,,,,,
2月2日,地区级,重庆,潼南区,1,,,,,,,,
2月2日,地区级,重庆,万州区,10,,1,,,,,,
2月2日,地区级,重庆,巫山县,1,2,,,,,,,
2月2日,地区级,重庆,永川区,,1,,,,,,,
2月2日,地区级,重庆,云阳县,,1,,,,,,,
2月2日,地区级,重庆,长寿区,1,,,,,,,,
2月2日,地区级,重庆,忠县,3,,,,,,,,
2月2日,省级,重庆,,38,4,1,,,,,7,2
2月2日,国家级,,,2829,147,57,-4,,,,,
2月3日,地区级,安徽,安庆,8,,,,,,,,
2月3日,地区级,安徽,蚌埠,6,,,,,,,,
2月3日,地区级,安徽,亳州,9,,,,,,,,
2月3日,地区级,安徽,池州,4,1,,,,,,,
2月3日,地区级,安徽,滁州,3,2,,,,,,,
2月3日,地区级,安徽,阜阳,14,,,,,,,,
2月3日,地区级,安徽,合肥,6,3,,,,,,,
2月3日,地区级,安徽,淮北,3,,,,,,,,
2月3日,地区级,安徽,淮南,1,,,,,,,,
2月3日,地区级,安徽,黄山,,,,,,,,,
2月3日,地区级,安徽,六安,10,,,,,,,,
2月3日,地区级,安徽,马鞍山,,,,,,,,,
2月3日,地区级,安徽,铜陵,1,1,,,,,,,
2月3日,地区级,安徽,芜湖,5,,,,,,,,
2月3日,地区级,安徽,宿州,2,,,,,,,,
2月3日,地区级,安徽,宣城,,,,,,,,,
2月3日,省级,安徽,,72,7,,,,,,14,
2月3日,地区级,澳门,澳门,2,,,,,,,,
2月3日,省级,澳门,,2,,,,,,,,
2月3日,地区级,北京,昌平,1,,,,,,,,
2月3日,地区级,北京,朝阳,5,,,,,,,,
2月3日,地区级,北京,大兴,1,,,,,,,,
2月3日,地区级,北京,地区待确认,,11,,,,,,,
2月3日,地区级,北京,东城,,,,,,,,,
2月3日,地区级,北京,房山,1,,,,,,,,
2月3日,地区级,北京,丰台,1,,,,,,,,
2月3日,地区级,北京,海淀,3,,,,,,,,
2月3日,地区级,北京,怀柔,,,,,,,,,
2月3日,地区级,北京,门头沟,,,,,,,,,
2月3日,地区级,北京,石景山,1,,,,,,,,
2月3日,地区级,北京,顺义,,,,,,,,,
2月3日,地区级,北京,通州,,,,,,,,,
2月3日,地区级,北京,外地来京,1,,,,,,,,
2月3日,地区级,北京,西城,2,,,,,,,,
2月3日,地区级,北京,延庆,,,,,,,,,
2月3日,省级,北京,,16,11,,,,,,23,1
2月3日,地区级,福建,地区待确认,,1,,,,,,,
2月3日,地区级,福建,福州,6,,,,,,,,
2月3日,地区级,福建,龙岩,1,,,,,,,,
2月3日,地区级,福建,南平,,,,,,,,,
2月3日,地区级,福建,宁德,,,,,,,,,
2月3日,地区级,福建,莆田,3,,,,,,,,
2月3日,地区级,福建,泉州,4,,,,,,,,
2月3日,地区级,福建,三明,,,,,,,,,
2月3日,地区级,福建,厦门,1,,,,,,,,
2月3日,地区级,福建,漳州,,,,,,,,,
2月3日,省级,福建,,15,1,,,,,,1,
2月3日,地区级,甘肃,白银,,,,,,,,,
2月3日,地区级,甘肃,定西,,,,,,,,,
2月3日,地区级,甘肃,甘南州,,,,,,,,,
2月3日,地区级,甘肃,金昌,,,,,,,,,
2月3日,地区级,甘肃,兰州,2,,,,,,,,
2月3日,地区级,甘肃,临夏,,,,,,,,,
2月3日,地区级,甘肃,陇南,,,,,,,,,
2月3日,地区级,甘肃,平凉,,,,,,,,,
2月3日,地区级,甘肃,庆阳,,,,,,,,,
2月3日,地区级,甘肃,天水,2,,,,,,,,
2月3日,地区级,甘肃,张掖,,,,,,,,,
2月3日,省级,甘肃,,4,,,,,,,3,0
2月3日,地区级,广东,潮州,,,,,,,,,
2月3日,地区级,广东,地区待确认,,6,,,,,,,
2月3日,地区级,广东,东莞,6,,,,,,,,
2月3日,地区级,广东,佛山,3,,,,,,,,
2月3日,地区级,广东,广州,27,,,,,,,,
2月3日,地区级,广东,河源,,,,,,,,,
2月3日,地区级,广东,惠州,1,,,,,,,,
2月3日,地区级,广东,江门,2,,,,,,,,
2月3日,地区级,广东,揭阳,,,,,,,,,
2月3日,地区级,广东,茂名,1,,,,,,,,
2月3日,地区级,广东,梅州,2,,,,,,,,
2月3日,地区级,广东,清远,2,,,,,,,,
2月3日,地区级,广东,汕头,1,,,,,,,,
2月3日,地区级,广东,汕尾,,,,,,,,,
2月3日,地区级,广东,韶关,1,,,,,,,,
2月3日,地区级,广东,深圳,43,,,,,,,,
2月3日,地区级,广东,阳江,2,,,,,,,,
2月3日,地区级,广东,湛江,1,,,,,,,,
2月3日,地区级,广东,肇庆,3,,,,,,,,
2月3日,地区级,广东,中山,6,,,,,,,,
2月3日,地区级,广东,珠海,13,,,,,,,,
2月3日,省级,广东,,114,6,,,,,,20,
2月3日,地区级,广西,百色,,,,,,,,,
2月3日,地区级,广西,北海,1,,,,,,,,
2月3日,地区级,广西,防城港,2,,,,,,,,
2月3日,地区级,广西,贵港,,,,,,,,,
2月3日,地区级,广西,桂林,,4,,,,,,,
2月3日,地区级,广西,河池,2,,,,,,,,
2月3日,地区级,广西,贺州,,,,,,,,,
2月3日,地区级,广西,柳州,1,,,,,,,,
2月3日,地区级,广西,南宁,5,,,,,,,,
2月3日,地区级,广西,钦州,1,,,,,,,,
2月3日,地区级,广西,梧州,,1,,,,,,,
2月3日,地区级,广西,玉林,,,,,,,,,
2月3日,省级,广西,,12,5,,,,,,7,0
2月3日,地区级,贵州,安顺,,,,,,,,,
2月3日,地区级,贵州,毕节,4,,,,,,,,
2月3日,地区级,贵州,贵阳,3,,,,,,,,
2月3日,地区级,贵州,六盘水,,,,,,,,,
2月3日,地区级,贵州,黔东南州,,,,,,,,,
2月3日,地区级,贵州,黔南州,1,,,,,,,,
2月3日,地区级,贵州,黔西南州,1,,,,,,,,
2月3日,地区级,贵州,铜仁,,,,,,,,,
2月3日,地区级,贵州,遵义,1,,,,,,,,
2月3日,省级,贵州,,10,,,,,,,2,0
2月3日,地区级,海南,澄迈县,1,,,,,,,,
2月3日,地区级,海南,儋州,1,,,,,,,,
2月3日,地区级,海南,定安县,2,,,,,,,,
2月3日,地区级,海南,海口,1,,,,,,,,
2月3日,地区级,海南,三亚,1,,,,,,,,
2月3日,地区级,海南,万宁,3,,,,,,,,
2月3日,省级,海南,,9,,,,,,,4,1
2月3日,地区级,河北,保定,,,,,,,,,
2月3日,地区级,河北,沧州,1,,,,,,,,
2月3日,地区级,河北,承德,1,,,,,,,,
2月3日,地区级,河北,邯郸,3,,,,,,,,
2月3日,地区级,河北,衡水,1,,,,,,,,
2月3日,地区级,河北,廊坊,,,,,,,,,
2月3日,地区级,河北,秦皇岛,,,,,,,,,
2月3日,地区级,河北,石家庄,5,,,,,,,,
2月3日,地区级,河北,唐山,,,,,,,,,
2月3日,地区级,河北,邢台,2,,,,,,,,
2月3日,地区级,河北,张家口,,,,,,,,,
2月3日,省级,河北,,13,,,,,,,3,1
2月3日,地区级,河南,安阳,4,,,,,,,,
2月3日,地区级,河南,地区待确认,,6,,,,,,,
2月3日,地区级,河南,鹤壁,2,,,,,,,,
2月3日,地区级,河南,济源示范区,,,,,,,,,
2月3日,地区级,河南,焦作,4,,,,,,,,
2月3日,地区级,河南,开封,1,,,,,,,,
2月3日,地区级,河南,洛阳,5,,,,,,,,
2月3日,地区级,河南,漯河,3,,,,,,,,
2月3日,地区级,河南,南阳,15,,,,,,,,
2月3日,地区级,河南,平顶山,9,,,,,,,,
2月3日,地区级,河南,濮阳,1,,,,,,,,
2月3日,地区级,河南,三门峡,,,,,,,,,
2月3日,地区级,河南,商丘,10,,,,,,,,
2月3日,地区级,河南,新乡,6,,,,,,,,
2月3日,地区级,河南,信阳,13,,,,,,,,
2月3日,地区级,河南,许昌,4,,,,,,,,
2月3日,地区级,河南,郑州,13,,,,,,,,
2月3日,地区级,河南,周口,5,,,,,,,,
2月3日,地区级,河南,驻马店,14,,,,,,,,
2月3日,省级,河南,,109,6,,,,,,20,2
2月3日,地区级,黑龙江,哈尔滨,18,,,,,,,,
2月3日,地区级,黑龙江,鹤岗,1,,,,,,,,
2月3日,地区级,黑龙江,鸡西,3,,,,,,,,
2月3日,地区级,黑龙江,七台河,1,,,,,,,,
2月3日,地区级,黑龙江,齐齐哈尔,3,,,,,,,,
2月3日,地区级,黑龙江,双鸭山,5,,,,,,,,
2月3日,地区级,黑龙江,绥化,6,,,,,,,,
2月3日,省级,黑龙江,,37,,,,,,,2,2
2月3日,地区级,湖北,鄂州,26,2,3,,,,,,
2月3日,地区级,湖北,恩施州,12,,,,,,,,
2月3日,地区级,湖北,黄冈,176,9,2,,,,,,
2月3日,地区级,湖北,黄石,71,1,,,,,,,
2月3日,地区级,湖北,荆门,55,,3,,,,,,
2月3日,地区级,湖北,荆州,114,3,1,,,,,,
2月3日,地区级,湖北,潜江,9,,,,,,,,
2月3日,地区级,湖北,神农架,3,,,,,,,,
2月3日,地区级,湖北,十堰,35,4,,,,,,,
2月3日,地区级,湖北,随州,183,,1,,,,,,
2月3日,地区级,湖北,天门,2,,,,,,,,
2月3日,地区级,湖北,武汉,1242,79,48,,,,,,
2月3日,地区级,湖北,仙桃,19,,,,,,,,
2月3日,地区级,湖北,咸宁,52,,,,,,,,
2月3日,地区级,湖北,襄阳,84,,1,,,,,,
2月3日,地区级,湖北,孝感,202,2,3,,,,,,
2月3日,地区级,湖北,宜昌,60,1,2,,,,,,
2月3日,省级,湖北,,2345,101,64,,,,,396,414
2月3日,地区级,湖南,常德,5,,,,,,,,
2月3日,地区级,湖南,郴州,1,,,,,,,,
2月3日,地区级,湖南,衡阳,3,1,,,,,,,
2月3日,地区级,湖南,怀化,3,,,,,,,,
